index	 x	 y	 px	 py
1046	 3.740890	 6.081781	 3.935512	 6.149045	
1047	 10.337965	 12.805620	 10.272714	 12.670556	
1048	 13.043117	 1.858812	 12.901953	 1.808090	
1049	 4.523525	 4.307391	 4.380980	 4.354094	
1050	 2.353673	 13.593992	 2.339917	 13.444624	
1051	 15.929506	 11.490330	 15.763562	 11.351943	
1052	 8.322495	 2.632753	 8.188053	 2.699278	
1053	 13.188107	 1.820369	 13.043117	 1.858812	
1054	 2.531023	 7.929467	 2.586848	 8.068692	
1055	 13.592324	 11.396469	 13.481042	 11.295889	
1056	 4.380764	 2.687847	 4.384825	 2.573579	
1057	 9.064891	 9.097263	 8.924650	 9.044043	
1058	 16.070755	 11.540815	 16.027439	 11.397205	
1059	 1.676575	 2.754693	 1.820787	 2.713426	
1060	 2.118585	 10.727796	 2.260295	 10.776972	
1061	 16.179432	 14.708139	 16.072077	 14.603378	
1062	 4.844334	 14.747356	 4.938922	 14.630939	
1063	 4.021258	 2.027580	 3.917031	 2.174143	
1064	 12.917499	 11.258883	 12.689714	 11.364430	
1065	 13.123960	 8.949182	 13.254917	 8.891574	
1066	 7.932808	 14.192650	 7.933636	 14.160952	
1067	 1.559752	 2.848780	 1.570568	 3.006947	
1068	 7.031820	 10.697880	 7.052365	 10.549294	
1069	 6.211682	 14.635579	 6.367444	 14.495564	
1070	 3.943545	 5.140297	 3.953637	 5.289958	
1071	 8.878578	 12.011324	 8.810566	 11.877629	
1072	 1.576384	 7.497489	 1.757958	 7.668208	
1073	 13.883585	 6.413896	 14.005293	 6.489826	
1074	 2.638914	 7.366213	 2.825684	 7.354544	
1075	 16.065081	 10.746290	 15.978069	 10.868474	
1076	 14.161194	 14.550746	 14.132341	 14.588369	
1077	 4.524429	 2.730979	 4.380764	 2.687847	
1078	 9.879563	 10.978266	 9.772630	 10.878237	
1079	 1.839457	 12.606007	 1.888210	 12.476458	
1080	 16.218800	 11.564953	 16.027439	 11.397205	
1081	 3.034238	 8.487937	 3.113154	 8.347646	
1082	 11.350262	 2.280380	 11.241000	 2.361560	
1083	 13.811907	 6.282130	 13.883585	 6.413896	
1084	 4.695499	 14.728690	 4.844334	 14.747356	
1085	 10.294990	 12.949332	 10.268539	 12.899240	
1086	 3.802568	 6.218514	 3.935512	 6.149045	
1087	 14.824784	 6.398030	 14.659029	 6.434695	
1088	 16.201744	 10.684458	 16.065081	 10.746290	
1089	 3.343045	 4.731113	 3.389908	 4.709157	
1090	 15.486663	 13.313886	 15.523139	 13.442451	
1091	 8.763945	 7.122074	 8.854111	 7.002199	
1092	 6.933352	 1.791132	 7.124008	 1.788807	
1093	 8.563327	 14.759470	 8.621140	 14.761192	
1094	 8.550172	 6.405871	 8.563282	 6.580521	
1095	 7.838209	 4.005938	 7.970676	 3.904967	
1096	 10.626583	 10.431048	 10.693948	 10.545377	
1097	 2.039096	 9.376577	 2.187594	 9.355407	
1098	 1.511097	 11.059200	 1.602947	 10.923815	
1099	 8.772791	 4.188274	 8.834438	 4.386337	
1100	 7.327957	 13.966091	 7.412148	 14.098680	
1101	 6.063966	 14.661655	 6.211682	 14.635579	
1102	 16.361723	 11.610481	 16.375370	 11.442716	
1103	 9.640730	 1.957019	 9.638309	 2.051373	
1104	 4.663642	 4.253845	 4.701374	 4.484357	
1105	 10.476686	 10.436615	 10.002334	 10.454016	
1106	 2.444279	 13.713535	 2.353673	 13.593992	
1107	 1.890525	 9.397236	 2.039096	 9.376577	
1108	 2.641474	 9.543519	 2.648555	 9.395607	
1109	 11.493159	 10.477757	 11.489723	 10.485229	
1110	 16.425152	 6.344130	 16.442837	 6.493084	
1111	 4.257407	 1.930331	 4.151721	 1.953557	
1112	 1.837202	 9.537438	 1.890525	 9.397236	
1113	 14.362409	 9.298594	 14.313249	 9.440310	
1114	 10.981489	 2.692409	 10.835579	 2.657621	
1115	 13.264553	 1.949427	 13.288360	 1.895671	
1116	 2.483043	 13.399737	 2.339917	 13.444624	
1117	 16.221767	 14.612998	 16.072077	 14.603378	
1118	 13.410949	 1.982111	 13.288360	 1.895671	
1119	 14.350996	 8.655522	 14.187279	 8.707898	
1120	 13.550260	 1.926501	 13.438354	 1.896995	
1121	 13.661907	 6.281846	 13.811907	 6.282130	
1122	 9.185893	 4.773241	 9.204236	 4.905493	
1123	 8.986082	 9.531596	 8.878012	 9.378935	
1124	 14.632566	 14.801148	 14.414111	 14.667200	
1125	 2.117923	 11.754142	 2.097313	 11.613139	
1126	 16.298950	 14.798779	 16.179432	 14.708139	
1127	 16.348793	 13.285771	 16.211325	 13.345793	
1128	 16.393232	 14.682113	 16.221767	 14.612998	
1129	 8.575665	 12.291696	 8.585642	 12.212117	
1130	 1.527021	 5.151030	 1.670151	 5.195904	
1131	 15.093447	 10.739966	 15.011612	 10.631684	
1132	 4.375668	 8.445418	 4.517809	 8.493333	
1133	 1.483849	 11.888969	 1.604018	 11.799195	
1134	 13.666144	 1.831261	 13.550260	 1.926501	
1135	 8.739236	 12.066854	 8.832931	 12.025952	
1136	 3.400715	 4.869585	 3.687099	 5.082026	
1137	 12.619331	 2.121972	 12.585684	 2.224427	
1138	 13.809196	 1.876384	 13.666144	 1.831261	
1139	 11.141868	 14.681097	 11.278022	 14.744042	
1140	 11.482724	 13.114567	 11.543449	 13.180423	
1141	 7.253884	 8.322586	 7.164440	 8.456091	
1142	 8.371054	 10.529487	 8.209198	 10.496010	
1143	 7.302704	 13.818233	 7.456686	 13.889091	
1144	 15.415554	 13.181812	 15.486663	 13.313886	
1145	 9.102082	 14.719523	 8.973543	 14.636350	
1146	 11.030923	 2.834030	 10.835579	 2.657621	
1147	 1.658830	 13.335232	 1.730842	 13.203648	
1148	 15.929425	 13.118078	 15.944563	 13.267312	
1149	 13.938571	 1.952293	 13.809196	 1.876384	
1150	 7.484334	 2.745650	 7.484520	 2.754390	
1151	 13.624305	 2.056952	 13.550260	 1.926501	
1152	 8.934570	 4.470207	 9.068068	 4.680412	
1153	 8.891335	 2.130058	 8.877642	 2.279431	
1154	 15.088689	 8.670965	 14.787073	 8.748735	
1155	 9.279871	 4.047457	 9.349216	 4.180466	
1156	 5.306259	 7.174919	 5.302107	 7.168212	
1157	 7.937763	 10.714682	 7.934125	 10.564726	
1158	 13.667452	 2.200612	 13.624305	 2.056952	
1159	 8.389795	 13.693255	 8.414223	 13.518028	
1160	 16.408054	 7.920611	 16.414597	 7.770754	
1161	 15.120272	 7.607715	 15.081383	 7.462843	
1162	 1.693809	 5.344027	 1.670151	 5.195904	
1163	 12.786166	 11.186414	 12.689714	 11.364430	
1164	 2.291180	 11.468847	 2.169397	 11.481595	
1165	 6.770416	 6.599989	 6.653982	 6.694556	
1166	 13.728982	 2.337411	 13.667452	 2.200612	
1167	 10.007626	 10.900164	 9.772630	 10.878237	
1168	 7.869525	 10.848262	 7.937763	 10.714682	
1169	 12.560090	 2.259778	 12.585684	 2.224427	
1170	 6.951511	 2.033537	 7.030093	 1.905768	
1171	 2.608155	 8.266802	 2.751009	 8.221055	
1172	 15.390467	 13.033925	 15.415554	 13.181812	
1173	 1.687892	 3.671978	 1.733327	 3.620609	
1174	 2.563423	 13.804666	 2.444279	 13.713535	
1175	 7.477941	 13.963879	 7.531860	 14.103852	
1176	 2.613369	 7.319228	 2.825684	 7.354544	
1177	 7.410236	 8.555380	 7.201640	 8.591472	
1178	 11.427268	 1.823571	 11.324224	 1.870493	
1179	 8.759856	 2.057854	 8.594337	 2.177467	
1180	 8.417435	 7.636108	 8.600926	 7.691309	
1181	 13.692286	 2.482853	 13.649140	 2.339192	
1182	 10.993179	 2.305772	 11.000336	 2.294488	
1183	 11.299865	 2.605605	 11.327485	 2.575300	
1184	 9.537424	 11.885310	 9.603715	 11.824218	
1185	 6.964809	 11.065824	 7.042583	 10.987721	
1186	 11.114261	 13.489186	 11.009638	 13.512727	
1187	 9.794172	 12.022411	 9.839575	 11.906794	
1188	 5.046004	 8.479942	 5.195597	 8.468905	
1189	 2.425372	 11.701399	 2.349626	 11.571928	
1190	 1.452464	 2.953610	 1.570568	 3.006947	
1191	 2.723696	 11.578677	 2.685192	 11.643998	
1192	 14.688928	 7.833968	 14.639091	 7.936229	
1193	 8.312263	 7.529155	 8.432654	 7.486882	
1194	 11.050393	 12.386162	 10.957152	 12.187248	
1195	 7.196202	 9.601880	 7.294576	 9.662841	
1196	 5.871076	 7.510969	 5.818536	 7.607487	
1197	 8.432654	 7.486882	 8.549235	 7.564493	
1198	 3.160136	 8.569482	 3.232725	 8.438215	
1199	 13.523791	 6.223332	 13.661907	 6.281846	
1200	 14.078235	 1.897575	 13.938571	 1.952293	
1201	 4.663735	 2.675357	 4.583109	 2.697832	
1202	 10.393794	 13.062194	 10.294990	 12.949332	
1203	 9.227632	 12.877100	 9.132937	 12.760769	
1204	 1.400423	 7.052737	 1.446575	 7.231812	
1205	 8.773171	 1.908446	 8.759856	 2.057854	
1206	 14.124032	 14.655307	 13.983141	 14.603832	
1207	 7.928702	 5.139327	 7.975359	 5.280432	
1208	 7.892776	 9.895105	 7.894509	 9.902833	
1209	 14.228065	 1.890450	 14.078235	 1.897575	
1210	 14.373735	 1.854671	 14.228065	 1.890450	
1211	 2.477689	 13.927750	 2.563423	 13.804666	
1212	 1.660330	 6.745098	 1.629339	 6.860770	
1213	 10.192921	 13.059250	 10.268539	 12.899240	
1214	 2.952451	 2.210163	 2.972959	 2.358755	
1215	 11.170797	 10.861987	 11.026770	 10.903892	
1216	 16.279795	 11.427915	 16.375370	 11.442716	
1217	 1.808768	 6.723506	 1.629339	 6.860770	
1218	 13.573565	 14.738382	 13.446238	 14.578300	
1219	 5.578051	 6.659799	 5.614821	 6.805223	
1220	 14.499168	 1.936931	 14.373735	 1.854671	
1221	 7.784197	 5.099099	 7.975359	 5.280432	
1222	 8.519619	 13.618117	 8.414223	 13.518028	
1223	 16.392374	 6.197755	 16.425152	 6.344130	
1224	 14.277785	 8.572171	 14.231678	 8.564620	
1225	 8.203297	 7.426071	 8.312263	 7.529155	
1226	 4.382396	 1.847398	 4.257407	 1.930331	
1227	 2.452282	 14.075583	 2.492820	 13.937011	
1228	 10.993890	 14.656549	 11.141868	 14.681097	
1229	 8.244230	 6.059985	 8.367275	 6.329207	
1230	 13.497585	 10.967775	 13.470140	 11.125960	
1231	 14.645542	 1.969713	 14.499168	 1.936931	
1232	 13.574453	 2.575673	 13.692286	 2.482853	
1233	 13.380254	 6.266885	 13.523791	 6.223332	
1234	 16.341917	 10.631056	 16.201744	 10.684458	
1235	 7.690201	 4.030300	 7.838209	 4.005938	
1236	 2.597033	 8.218346	 2.751009	 8.221055	
1237	 10.570025	 11.908778	 10.464869	 11.848172	
1238	 1.455835	 3.103572	 1.616413	 3.300313	
1239	 15.873119	 11.629328	 15.652646	 11.480831	
1240	 2.488423	 14.221164	 2.452282	 14.075583	
1241	 13.268641	 14.701795	 13.298103	 14.554716	
1242	 16.042454	 7.817701	 16.043020	 7.667702	
1243	 1.630262	 13.482487	 1.696783	 13.348043	
1244	 1.370285	 11.986966	 1.483849	 11.888969	
1245	 4.420681	 1.702366	 4.382396	 1.847398	
1246	 7.093766	 10.834492	 7.017395	 10.839851	
1247	 4.528486	 1.881421	 4.382396	 1.847398	
1248	 3.776606	 6.366250	 3.935512	 6.149045	
1249	 11.174629	 13.044835	 11.175860	 12.880086	
1250	 13.789316	 2.597243	 13.692286	 2.482853	
1251	 3.414822	 9.010637	 3.564624	 9.002934	
1252	 13.853319	 2.732903	 13.789316	 2.597243	
1253	 13.183437	 8.612358	 13.313723	 8.686693	
1254	 8.797336	 9.144717	 8.758643	 9.288099	
1255	 4.260092	 6.975539	 4.205171	 6.963673	
1256	 14.444918	 9.818995	 14.268221	 9.881617	
1257	 8.825757	 12.380158	 8.710987	 12.294510	
1258	 2.880051	 8.745506	 3.033812	 8.903773	
1259	 8.158957	 10.154322	 8.000000	 10.000000	
1260	 8.440968	 10.411973	 8.293524	 10.220592	
1261	 3.239551	 4.450793	 3.339768	 4.440719	
1262	 15.165254	 8.392665	 15.018612	 8.424229	
1263	 6.784444	 1.809196	 6.933352	 1.791132	
1264	 1.687679	 9.549397	 1.756340	 9.411100	
1265	 10.183598	 12.098829	 10.282874	 11.986382	
1266	 13.716014	 8.601857	 13.887741	 8.677408	
1267	 8.516659	 9.470364	 8.556044	 9.501482	
1268	 2.489423	 14.371161	 2.488423	 14.221164	
1269	 4.973024	 5.241803	 4.830623	 5.288939	
1270	 9.318357	 13.142467	 9.173355	 13.104069	
1271	 7.875451	 1.781583	 7.727170	 1.804229	
1272	 4.725024	 5.182408	 4.611008	 5.343206	
1273	 7.759432	 13.930753	 7.921073	 13.768443	
1274	 8.129462	 6.144422	 8.367275	 6.329207	
1275	 10.273353	 12.650329	 10.378890	 12.584581	
1276	 7.750439	 5.245251	 7.975359	 5.280432	
1277	 5.449063	 14.652084	 5.491117	 14.448926	
1278	 16.370676	 7.495418	 16.337963	 7.641807	
1279	 16.352783	 6.053074	 16.392374	 6.197755	
1280	 13.378798	 6.416878	 13.380254	 6.266885	
1281	 7.164440	 8.456091	 7.091720	 8.489406	
1282	 14.030618	 10.954847	 13.961662	 11.088058	
1283	 14.960212	 6.462523	 14.824784	 6.398030	
1284	 4.735543	 4.385489	 4.648701	 4.653409	
1285	 7.365871	 2.837663	 7.520833	 3.062689	
1286	 13.018048	 2.006702	 13.034261	 1.878763	
1287	 7.665358	 5.007573	 7.811293	 4.972888	
1288	 15.929811	 13.955436	 15.838071	 14.074111	
1289	 13.581737	 9.029733	 13.831070	 8.997195	
1290	 11.630204	 10.538738	 11.489723	 10.485229	
1291	 14.704755	 6.666822	 14.608643	 6.781985	
1292	 1.557335	 13.613565	 1.630262	 13.482487	
1293	 1.488727	 7.375768	 1.576384	 7.497489	
1294	 7.531860	 14.103852	 7.687063	 14.062140	
1295	 2.050609	 4.253553	 2.134591	 4.377839	
1296	 4.776805	 6.368521	 4.914132	 6.308176	
1297	 1.921653	 6.624729	 2.098276	 6.941642	
1298	 4.217742	 6.831641	 4.375787	 6.832569	
1299	 11.698204	 13.101425	 11.815109	 13.053240	
1300	 13.229243	 6.405334	 13.380254	 6.266885	
1301	 2.993661	 1.994744	 2.911516	 2.065857	
1302	 4.642974	 4.503519	 4.648701	 4.653409	
1303	 6.952584	 8.518610	 6.829228	 8.603952	
1304	 1.412744	 13.573646	 1.490294	 13.428553	
1305	 4.808874	 2.713236	 4.775648	 2.743901	
1306	 4.115087	 7.013925	 4.166222	 7.092536	
1307	 8.272328	 7.292900	 8.203297	 7.426071	
1308	 8.068731	 7.359798	 8.203297	 7.426071	
1309	 6.646558	 1.750143	 6.784444	 1.809196	
1310	 1.356483	 13.712694	 1.412744	 13.573646	
1311	 1.498312	 4.569030	 1.635620	 4.508644	
1312	 4.385421	 7.126563	 4.534494	 7.143214	
1313	 7.064532	 14.226161	 7.209924	 14.198817	
1314	 16.384756	 5.906521	 16.352783	 6.053074	
1315	 2.380143	 14.473912	 2.453198	 14.485011	
1316	 2.471619	 4.596023	 2.618118	 4.492491	
1317	 13.957269	 2.624762	 13.878850	 2.496893	
1318	 14.795308	 1.961344	 14.645542	 1.969713	
1319	 4.534625	 2.581326	 4.384825	 2.573579	
1320	 1.966902	 12.710129	 1.972696	 12.674908	
1321	 1.553494	 4.383124	 1.635620	 4.508644	
1322	 11.235256	 14.563715	 11.529906	 14.472972	
1323	 13.684918	 1.980081	 13.550260	 1.926501	
1324	 5.159806	 7.142490	 5.302107	 7.168212	
1325	 1.658540	 5.489821	 1.693809	 5.344027	
1326	 7.547596	 3.983780	 7.690201	 4.030300	
1327	 9.309106	 12.751156	 9.182450	 12.670793	
1328	 8.421586	 12.711426	 8.354133	 12.568710	
1329	 16.400578	 5.757358	 16.425062	 5.773633	
1330	 14.812724	 1.812358	 14.795308	 1.961344	
1331	 3.970652	 1.886374	 3.871276	 2.029877	
1332	 1.697031	 13.668200	 1.713479	 13.519104	
1333	 15.815117	 11.767660	 15.873119	 11.629328	
1334	 7.261436	 2.729991	 7.473847	 2.767699	
1335	 3.444146	 7.955452	 3.676262	 8.000323	
1336	 9.174941	 9.437103	 9.032840	 9.389070	
1337	 12.642926	 2.384831	 12.585684	 2.224427	
1338	 16.495459	 5.641178	 16.446569	 5.782987	
1339	 9.376049	 13.319661	 9.256726	 13.228765	
1340	 10.435710	 1.813935	 10.471352	 1.959639	
1341	 15.101035	 8.549554	 14.982478	 8.565044	
1342	 9.428101	 12.659831	 9.318822	 12.608319	
1343	 8.211263	 10.346024	 8.158957	 10.154322	
1344	 3.687099	 5.082026	 3.794119	 5.096407	
1345	 14.102242	 2.663270	 13.957269	 2.624762	
1346	 14.179961	 14.049864	 13.984745	 14.169411	
1347	 13.795165	 7.318412	 13.861683	 7.322820	
1348	 16.243111	 5.857161	 16.288538	 6.000117	
1349	 10.109805	 12.229423	 10.183598	 12.098829	
1350	 15.937382	 14.669388	 15.788524	 14.650915	
1351	 7.937560	 7.287038	 8.068731	 7.359798	
1352	 10.978014	 13.551930	 11.009638	 13.512727	
1353	 3.232725	 8.438215	 3.363200	 8.240493	
1354	 6.047579	 6.323044	 5.928505	 6.414265	
1355	 14.176235	 10.343702	 14.146057	 10.316141	
1356	 2.764299	 12.199751	 2.752349	 12.050228	
1357	 2.971604	 7.962532	 3.059258	 8.084256	
1358	 5.992638	 8.160526	 6.086478	 8.242373	
1359	 7.415280	 3.913123	 7.547596	 3.983780	
1360	 15.977962	 6.858075	 15.951708	 6.979445	
1361	 3.231720	 2.714271	 3.081781	 2.718557	
1362	 6.827376	 6.370170	 6.695333	 6.470133	
1363	 9.212885	 9.263978	 9.018140	 9.239792	
1364	 8.220160	 5.911929	 8.244230	 6.059985	
1365	 2.458378	 8.792288	 2.538145	 8.919321	
1366	 4.355759	 9.062178	 4.325066	 8.914020	
1367	 9.563780	 12.595868	 9.555874	 12.446689	
1368	 14.906120	 7.153331	 14.881113	 7.301232	
1369	 7.233662	 8.173955	 7.253884	 8.322586	
1370	 8.279825	 12.476044	 8.298960	 12.429226	
1371	 5.107573	 7.283102	 5.302107	 7.168212	
1372	 8.590123	 4.921080	 8.595378	 4.974133	
1373	 10.979163	 11.147243	 10.802276	 11.053914	
1374	 3.927507	 4.920423	 3.885957	 5.023962	
1375	 7.152786	 13.813276	 7.327957	 13.966091	
1376	 13.831208	 2.881264	 13.788331	 2.737523	
1377	 4.566127	 14.652777	 4.695499	 14.728690	
1378	 9.881400	 10.542757	 9.836659	 10.656310	
1379	 7.028516	 2.162262	 7.082056	 2.302381	
1380	 4.066360	 8.020097	 4.228210	 8.143263	
1381	 4.717946	 4.633439	 4.648701	 4.653409	
1382	 2.614333	 12.196569	 2.566780	 12.054307	
1383	 10.593114	 12.372683	 10.595413	 12.251042	
1384	 7.794394	 10.460319	 7.818743	 10.322877	
1385	 9.224099	 10.638062	 9.161233	 10.774253	
1386	 10.892900	 14.767459	 10.993890	 14.656549	
1387	 7.087794	 13.678087	 7.152786	 13.813276	
1388	 14.870902	 14.835649	 14.774202	 14.850537	
1389	 8.210771	 4.054131	 8.278251	 4.104249	
1390	 3.857847	 4.924901	 3.885957	 5.023962	
1391	 8.923013	 1.915339	 8.891335	 2.130058	
1392	 15.679285	 11.047189	 15.539194	 11.031672	
1393	 7.236722	 9.457457	 7.294576	 9.662841	
1394	 6.982998	 11.479788	 6.927165	 11.283370	
1395	 10.509913	 2.553086	 10.503827	 2.403210	
1396	 1.696783	 13.348043	 1.730842	 13.203648	
1397	 5.850626	 14.567342	 5.939488	 14.446497	
1398	 3.408599	 9.160508	 3.414822	 9.010637	
1399	 8.250788	 9.851605	 8.133451	 9.931509	
1400	 7.217983	 10.918577	 7.093766	 10.834492	
1401	 14.129729	 6.573586	 14.237129	 6.456954	
1402	 2.428382	 8.318228	 2.461965	 8.300395	
1403	 5.560434	 13.706907	 5.555358	 13.740295	
1404	 4.784934	 6.555635	 4.934924	 6.553929	
1405	 11.759566	 10.614669	 11.627669	 10.544143	
1406	 9.936938	 10.767863	 9.772630	 10.878237	
1407	 4.892833	 2.837537	 4.775648	 2.743901	
1408	 8.250011	 11.667347	 8.187586	 11.430512	
1409	 2.409076	 7.291309	 2.496469	 7.413220	
1410	 15.640164	 13.801483	 15.573523	 13.939314	
1411	 6.977542	 13.576379	 7.087794	 13.678087	
1412	 1.813887	 10.983022	 1.831841	 10.834100	
1413	 1.551318	 9.486902	 1.756340	 9.411100	
1414	 5.864812	 9.421657	 5.997962	 9.352582	
1415	 4.417738	 14.630850	 4.566127	 14.652777	
1416	 2.394835	 14.623191	 2.453198	 14.485011	
1417	 13.236401	 6.555163	 13.376007	 6.436326	
1418	 4.396483	 4.387143	 4.380980	 4.354094	
1419	 8.530864	 5.058877	 8.595378	 4.974133	
1420	 7.671280	 5.372663	 7.833929	 5.649675	
1421	 6.407439	 8.531106	 6.476879	 8.664065	
1422	 13.956403	 7.613289	 14.001614	 7.770446	
1423	 3.965114	 7.011081	 4.166222	 7.092536	
1424	 13.281057	 14.033409	 13.027658	 14.100742	
1425	 16.435345	 10.513705	 16.341917	 10.631056	
1426	 14.939268	 2.003479	 14.795308	 1.961344	
1427	 3.284513	 2.532787	 3.138003	 2.512559	
1428	 7.317827	 10.806635	 7.592987	 10.592469	
1429	 8.414223	 13.518028	 8.393018	 13.337966	
1430	 1.416942	 9.553558	 1.551318	 9.486902	
1431	 2.590993	 9.470181	 2.648555	 9.395607	
1432	 10.901894	 12.364999	 10.957152	 12.187248	
1433	 8.669190	 12.984882	 8.663822	 12.981216	
1434	 8.921527	 9.666994	 8.597312	 9.785477	
1435	 10.012227	 2.485866	 9.861440	 2.537085	
1436	 8.778803	 1.758552	 8.753036	 1.862268	
1437	 11.575126	 12.642924	 11.496596	 12.410708	
1438	 15.949987	 12.969494	 15.929425	 13.118078	
1439	 1.994555	 6.493636	 1.921653	 6.624729	
1440	 8.159185	 12.143799	 8.207862	 12.061519	
1441	 13.384266	 8.815620	 13.474966	 8.696149	
1442	 2.480441	 13.249760	 2.276122	 13.308866	
1443	 11.608692	 14.200245	 11.785281	 14.147002	
1444	 11.529906	 14.472972	 11.671930	 14.424710	
1445	 14.136481	 8.810545	 14.131261	 8.847046	
1446	 12.127863	 2.281343	 11.930206	 2.335472	
1447	 5.467175	 13.589422	 5.634504	 13.186363	
1448	 9.066497	 11.413940	 8.987165	 11.286635	
1449	 9.770359	 10.441911	 9.669741	 10.626580	
1450	 12.171322	 11.815916	 12.020570	 11.900435	
1451	 10.693948	 10.545377	 10.781346	 10.569830	
1452	 6.759611	 6.089818	 6.524065	 6.055137	
1453	 3.360629	 9.018386	 3.414822	 9.010637	
1454	 7.276311	 3.969581	 7.355542	 3.949683	
1455	 8.516194	 3.769260	 8.631571	 3.968970	
1456	 2.523217	 11.737836	 2.349626	 11.571928	
1457	 5.342633	 13.505820	 5.634504	 13.186363	
1458	 5.106473	 5.173310	 5.102696	 5.173637	
1459	 2.732806	 10.183747	 2.798855	 9.798728	
1460	 1.746652	 11.275383	 1.927109	 11.230369	
1461	 11.739969	 12.625648	 11.655239	 12.652202	
1462	 5.242695	 13.617680	 5.410543	 13.701199	
1463	 5.939488	 14.446497	 6.061255	 14.397340	
1464	 2.857467	 11.510814	 2.852789	 11.360887	
1465	 2.135255	 6.441640	 1.994555	 6.493636	
1466	 11.017961	 13.696513	 11.009638	 13.512727	
1467	 6.258544	 14.249419	 6.397795	 14.305180	
1468	 2.517726	 4.778950	 2.620943	 4.610249	
1469	 8.012336	 7.498793	 8.203297	 7.426071	
1470	 3.538839	 5.919396	 3.687397	 5.842291	
1471	 8.676576	 6.332020	 8.926481	 6.314632	
1472	 5.638906	 6.178779	 5.550683	 6.300091	
1473	 6.446876	 9.261271	 6.670065	 9.297911	
1474	 15.896089	 14.813592	 15.737075	 14.706798	
1475	 5.581510	 13.492328	 5.963258	 13.387593	
1476	 5.589566	 6.037126	 5.638906	 6.178779	
1477	 7.789888	 7.313365	 7.937560	 7.287038	
1478	 11.815853	 13.938678	 12.045102	 13.918028	
1479	 8.629894	 1.776616	 8.542563	 2.049545	
1480	 4.138581	 7.888628	 4.484710	 7.990724	
1481	 1.827071	 11.967678	 1.809194	 11.818748	
1482	 2.233258	 14.443501	 2.337595	 14.443727	
1483	 8.234514	 7.147744	 8.272328	 7.292900	
1484	 8.000181	 6.220490	 7.928691	 6.352358	
1485	 2.673211	 10.046094	 2.798855	 9.798728	
1486	 5.765038	 9.309652	 5.908447	 9.265678	
1487	 15.020703	 14.843364	 14.870902	 14.835649	
1488	 7.124008	 1.788807	 7.142206	 1.806116	
1489	 5.716922	 8.108455	 5.951930	 8.164177	
1490	 15.170471	 14.459685	 15.145611	 14.311760	
1491	 8.119884	 3.889564	 8.202995	 3.974493	
1492	 8.785344	 14.581038	 8.652329	 14.511704	
1493	 11.295287	 2.285168	 11.241000	 2.361560	
1494	 2.106326	 6.294456	 2.202519	 6.191794	
1495	 7.850882	 6.206008	 7.928691	 6.352358	
1496	 5.330265	 13.356331	 5.634504	 13.186363	
1497	 6.777791	 11.269679	 6.689598	 11.148345	
1498	 15.763562	 11.351943	 15.679846	 11.197187	
1499	 6.554572	 1.868627	 6.646558	 1.750143	
1500	 11.008903	 13.382418	 11.009638	 13.512727	
1501	 3.863368	 1.781540	 3.871276	 2.029877	
1502	 11.786415	 12.362387	 11.689374	 12.216288	
1503	 9.252808	 9.831852	 9.164386	 9.953019	
1504	 15.078154	 1.946816	 14.939268	 2.003479	
1505	 4.141470	 4.416087	 4.067547	 4.546607	
1506	 14.593214	 9.841537	 14.444918	 9.818995	
1507	 5.025729	 2.767977	 4.892833	 2.837537	
1508	 8.149798	 14.454356	 8.203966	 14.235370	
1509	 7.775154	 2.635054	 7.831230	 2.773254	
1510	 5.266349	 13.220630	 5.634504	 13.186363	
1511	 5.673785	 14.571321	 5.789164	 14.430511	
1512	 2.382216	 9.154313	 2.502801	 9.065098	
1513	 1.614730	 2.618036	 1.676575	 2.754693	
1514	 16.296251	 8.020612	 16.151543	 7.981119	
1515	 2.084581	 14.463379	 2.233258	 14.443501	
1516	 3.409979	 5.996176	 3.538839	 5.919396	
1517	 15.226806	 1.966882	 15.078154	 1.946816	
1518	 1.919511	 4.180660	 2.050609	 4.253553	
1519	 5.085419	 8.705310	 5.155597	 8.806079	
1520	 2.751584	 11.846729	 2.660037	 11.869037	
1521	 6.427228	 1.789358	 6.554572	 1.868627	
1522	 6.670472	 7.690034	 6.697084	 7.772586	
1523	 6.397795	 14.305180	 6.445544	 14.447376	
1524	 8.013772	 4.170051	 8.281144	 4.284447	
1525	 6.791374	 8.998257	 6.882353	 9.117516	
1526	 16.171473	 5.725372	 16.251492	 5.773886	
1527	 5.657713	 13.592728	 5.963258	 13.387593	
1528	 8.224389	 6.998086	 8.234514	 7.147744	
1529	 1.480274	 12.088959	 1.608763	 11.972014	
1530	 8.433949	 10.790115	 8.286704	 10.761499	
1531	 7.882649	 10.997686	 7.869525	 10.848262	
1532	 2.243264	 3.860162	 2.301536	 4.002049	
1533	 1.967426	 6.767574	 2.098276	 6.941642	
1534	 13.409064	 7.979411	 13.595850	 8.210127	
1535	 7.412148	 14.098680	 7.531860	 14.103852	
1536	 12.531058	 11.215495	 12.460560	 11.347896	
1537	 2.531717	 13.108795	 2.359740	 12.810287	
1538	 8.023744	 1.759018	 7.875451	 1.781583	
1539	 13.855478	 11.306561	 13.626197	 11.250343	
1540	 15.694010	 7.495240	 15.736139	 7.400398	
1541	 9.729005	 2.078294	 9.737280	 2.260499	
1542	 11.026770	 10.903892	 10.802276	 11.053914	
1543	 6.383499	 9.397225	 6.516567	 9.394098	
1544	 2.739609	 7.477390	 2.953490	 7.570216	
